2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
176465,180436.0,182373.0,184318.0,186489.0,190218.0,193494.0,198200.0,201286.0,204390.0,207413,210585.0,212791.0
